blockchain,token_pair,pool_address,unique_key,uni_portion,total_volume,uni_volume
ethereum,AXGT-WETH,0x7b3ed3a3444144ff526554d5f4aa463d1759f51a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdd66781d0e9a08d4fbb5ec7bac80b691be27f21d,1,2035897.1085827632,2035897.1085827632
ethereum,IZE-WETH,0x8d0c76ceea8e0ee26b8d50777815a9f77405cacb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf7e945fce8f19302aacc7e1418b0a0bdef89327b,1,13899.615871527749,13899.615871527749
ethereum,SFI-WETH,0x122c12fcab68cb8cd96615c636ac44999ba90f2b,0xb753428af26e81097e7fd17f40c88aaa3e04902c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.8387866425171215,4922777.370984661,4129159.9028674867
ethereum,AXOME-WETH,0x7998aefc24066ca20b2755203aed147cb7d90e24,0x8c6f889888d22ee1d8aa2954b61b9f10e7402b95-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,154913.99278637333,154913.99278637333
ethereum,RETIK-USDT,0x1458770554b8918b970444d8b2c02a47f6df99a7,0x26ebb8213fb8d66156f1af8908d43f7e3e367c1d-0xdac17f958d2ee523a2206206994597c13d831ec7,1,31965.360326302438,31965.360326302438
ethereum,fpWOW-WETH,0x809c1c4e60798b0573b75c9bf50f198a1a7dbb95,0x0000000045cfbc94c3d18c1ee5d3755e25ca722c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,26522.086644097897,26522.086644097897
ethereum,BPX-USDC,0x183b1a923800071eb88e86ee802bde31acfa85b7,0x313408eb31939a9c33b40afe28dc378845d0992f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1,13882.094052205539,13882.094052205539
ethereum,BCDT-WETH,0x750205ec1b9bb337a5aeb7fd399ce3d69e9124f0,0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,13433.446673830804,13433.446673830804
ethereum,$WELF-WETH,0x23e182724f1b00a3c5a2c76502096625b5fe87cd,0x2a92525fda8d3ab481f8e2a913b64b64bd1c9fdd-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,392453.9083709291,392453.9083709291
ethereum,NEURON-WETH,0x840faba6f38e28e1494f186990f0f17cb2c7bcac,0xab814ce69e15f6b9660a3b184c0b0c97b9394a6b-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,236961.95429182952,236961.95429182952
ethereum,CELR-WETH,0xaff1025438da93bd86427f2f9f7d06088f720a8d,0x4f9254c83eb525f9fcf346490bbb3ed28a81c667-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,58960.78242192217,58960.78242192217
ethereum,APE-DI,0x468bf440a6c8b1bd5840b8f552fa89c32f53e699,0x4d224452801aced8b2f0aebe155379bb5d594381-0xff541139c60bb38ce2159a13d656f0f38aa96ff4,1,1775.1658769800301,1775.1658769800301
ethereum,KNIGHT-WETH,0x03bc32cbaf0516945db77a32f2479379585aa17b,0x3541a5c1b04adaba0b83f161747815cd7b1516bc-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,1103.8317301554257,1103.8317301554257
ethereum,U2U-USDT,0x917591eed17a20ab6fd2ed2f6432852423fb3e91,0x558e7139800f8bc119f68d23a6126fffd43a66a6-0xdac17f958d2ee523a2206206994597c13d831ec7,1,957174.3539279865,957174.3539279865
ethereum,Dumper-WETH,0xeda53d7a631ae9fa21c6c5a805615efdace52fa4,0x699a67db52adabcecde7c32d91e17b2e34afc138-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,6598.420714327534,6598.420714327534
ethereum,MEME-WETH,0xdcc55de68c9ee1438bb1398c50382ae3788b51b4,0x69420bb3b07cd7cda30d589e0f6563ced3669420-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9987669759552503,724092.8151031703,723199.9912515177
ethereum,Grok 4.1-WETH,0xee0fc9981c8ae779ba1dd3f2216f1585a1b8f8f9,0x6963912864253164965e8f62185dc027da19846e-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,13312.047829370447,13312.047829370447
ethereum,SNTZL-USDT,0x96c12209c1130fc16c432978c45f7f6b424ef18d,0xdac17f958d2ee523a2206206994597c13d831ec7-0xf34ca6b7fe3d6b1c8635a6bf2bd7bdd252f16426,1,5647.038088059727,5647.038088059727
ethereum,EEFI-WETH,0x23655ec96b201bf1574316783f3d943a955ce5fe,0x857ffc55b1aa61a7ff847c82072790cae73cd883-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,97568.96786462764,97568.96786462764
ethereum,Ani-WETH,0x1466eb2bcb165df2ee76b6decb61b16923bfb49e,0x69ebf265f86ccd67db5ce8c9fbe30243981b92ea-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,16208.970923121047,16208.970923121047
ethereum,Dentacoin-WETH,0xa294fd5e53952a3e81593b9731e7dade2f808f5e,0x69f65f5f12af13e09b85af4d6a9941f965e29e07-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,20782.428691554353,20782.428691554353
ethereum,RPILL-WETH,0x540ab7ba2fa8c6378c27908433edc50d977587a1,0x43fe2b0c5485c10e772a1843e32a7642ace5b88c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,1422.9827151131738,1422.9827151131738
ethereum,FUND-USDC,0xaae6a13ea6eca3bf06315b78037521a1fef59bfc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xe9b076b476d8865cdf79d1cf7df420ee397a7f75,1,1530.1650120826969,1530.1650120826969
ethereum,MRS-WETH,0xe9539864c9654e925e478d8bb3a11c5cb990bd9b,0x698e840f396d2a17b164fc4f237b49d50ac20ebe-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,1521.7402304308584,1521.7402304308584
ethereum,WETH-ZAP,0xd4acb4b634990f95a794cc123fa86176408f3dd2,0x6781a0f84c7e9e846dcb84a9a5bd49333067b104-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,79552.08408413333,79552.08408413333
ethereum,HAY-USDC,0x3fa010dd043a2b6673ce017480674e2d77239267,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xfa3e941d1f6b7b10ed84a0c211bfa8aee907965e,1,25290.53497906887,25290.53497906887
ethereum,BSSB-WETH,0xe21876afd4c632b22870df250e5df1754c1875e8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xda31d0d1bc934fc34f7189e38a413ca0a5e8b44f,1,34324.37078917085,34324.37078917085
ethereum,WETH-X CEO,0xebbf702d17e854ee49ad95f9cc76f413a9e7822b,0x69d134ac6837e4f62d1239347cbd60d189b145d7-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,2588.232575174484,2588.232575174484
ethereum,NEO-WETH,0xa90b34567012aad908a4e75f66c506a4aa30212c,0x6928e45ed428ce8d4bfb475e3722fd52c4361f5d-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,978121.2275853751,978121.2275853751
ethereum,PEPE-WETH,0xf239009a101b6b930a527deaab6961b6e7dec8a6,0x6982508145454ce325ddbe47a25d4ec3d2311933-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.999969307430043,75531436.82522407,75529118.57131536
ethereum,DECI-HEX,0xf6ed2390be39c783ae78893c91669eeb635d0429,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39-0x6b32022693210cd2cfc466b9ac0085de8fc34ea6,1,13914.701194425897,13914.701194425897
ethereum,fpNKMGS-WETH,0xd5ba8b1b921d1e42f8065853629777e5316d5576,0x0000000004cf5f43a0363a55ec2dca691e398f50-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,33440.93187195211,33440.93187195211
ethereum,ENA-USDC,0x37cf81d0d7cad1e37edf47215594012f54a9271a,0x57e114b691db790c35207b2e685d4a43181e6061-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1,1296512.3867382403,1296512.3867382403
ethereum,CPOOL-USDC,0x81aee07f99be78d88881fa6d98feff7555113635,0x66761fa41377003622aee3c7675fc7b5c1c2fac5-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1,14188821.062912272,14188821.062912272
ethereum,SLVon-USDC,0xeeb8f880ead7281a301ef2e6791a6bbe790603ed,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xf3e4872e6a4cf365888d93b6146a2baa7348f1a4,1,277167.99165246385,277167.99165246385
ethereum,JBX-WETH,0xc9a2afe879b5283931dc89bd27759a12749bcd0c,0x4554cc10898f92d45378b98d6d6c2dd54c687fb2-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,24986.63856241394,24986.63856241394
ethereum,TURBO-WETH,0x8107fca5494375fc743a9fc4d4844353a1af3d94,0xa35923162c49cf95e6bf26623385eb431ad920d3-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,21507654.81475544,21507654.81475544
ethereum,USDT-WLFI,0x813b1bce815c15774f85f8ff6b0dcbbb75a1d995,0xda5e1988097297dcdc1f90d4dfe7909e847cbef6-0xdac17f958d2ee523a2206206994597c13d831ec7,1,3714017.584318937,3714017.584318937
ethereum,PSYOP-WETH,0xa3bc069ce794103e68974b5dc38074fb112eea71,0x3007083eaa95497cd6b2b809fb97b6a30bdf53d3-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.980372410805922,8680.477032004783,8510.100194811963
ethereum,FXS-WETH,0xcd8286b48936cdac20518247dbd310ab681a9fbf,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9139492903767985,2192928.358160714,2004225.3167881425
ethereum,BARD-USDC,0x7a1a9b361cfeb62c599794f708554a80751360a7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xf0db65d17e30a966c2ae6a21f6bba71cea6e9754,1,97785.56313235368,97785.56313235368
ethereum,FYDE-WETH,0x2d031b02708882e7947454de2b1b690e19085149,0x8a462e6a0051d006e33152fbeadfb9a14198de30-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,25142.91758547792,25142.91758547792
ethereum,DIGau-USDT,0xc07269eedaa54a275345796f00e25b06c81729af,0x394d14d78850e516fa5eb88f843ef43196e136b0-0xdac17f958d2ee523a2206206994597c13d831ec7,1,17922.95148451667,17922.95148451667
ethereum,DCN-WETH,0x92a7eb30c841b9b8320bfb00908ba96e32967eaf,0x69356cc4cf36b4b327cea40d4e136c96d002b384-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,2134.194443363852,2134.194443363852
ethereum,WETH-XED,0xbf5105658f22bb6f88ddfd62bd41e113dc74a023,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xef7f7820a001aabac5e0979b175c9ff8af3dd4ec,1,32172.472513721757,32172.472513721757
ethereum,AUDD-USDT,0x227d7fbba8b323d3a35ebca9c9f6c2f759fedd82,0x4cce605ed955295432958d8951d0b176c10720d5-0xdac17f958d2ee523a2206206994597c13d831ec7,0.9986937404685494,145117.30215196995,144927.74129285556
ethereum,LDO-USDC,0x78235d08b2ae7a3e00184329212a4d7acd2f9985,0x5a98fcbea516cf06857215779fd812ca3bef1b32-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1,210088.47582780133,210088.47582780133
ethereum,CAH-USDC,0x4016dd4ab52b2868a62bec0b6ac6a48ab96c8b99,0x8e0e57dcb1ce8d9091df38ec1bfc3b224529754a-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1,6712.830624743123,6712.830624743123
ethereum,Galactica-WETH,0xf4800a463ac6800d93828abf6a642dd1859595be,0x07aa7bf18fcf140bcaf3db6a653700c7d5672e50-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,6405.676468959908,6405.676468959908
ethereum,BRUME-WETH,0xf938596b738e058f2c70e93f9a0436f1b20ac495,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xd0ebfe04adb5ef449ec5874e450810501dc53ed5,1,8794.609698421564,8794.609698421564
ethereum,WETH-以太坊人生,0x82068559321402a01994b6951e1a00a04e2e2f91,0x69fac6924efe4e4407d00d023761edf887a9a790-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9999999150124896,14187849.455146743,14187848.249356741
ethereum,IMX-WETH,0xfd76be67fff3bac84e3d5444167bbc018f5968b6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,0.760581135458524,1086554.9205490309,826413.1752092283
ethereum,MTI-WETH,0xe0739baef09c33775cd232cd97f8905e5d10df8b,0xbaf57f4b062da32a87bc204f10344adc1d15d310-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,267368.4234448638,267368.4234448638
ethereum,WETH-XER,0xa98d625be12df46f7ecc060c1bffb505e80de6aa,0x2a5ee480b67ba1e5ada2f6e63b1d95af0b0178a4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,28159.828051134402,28159.828051134402
ethereum,SOPH-WETH,0xc511ff68ae3a1379e8ef3f599f88559c9ec77d9c,0x6b7774cb12ed7573a7586e7d0e62a2a563ddd3f0-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,516681.7538886712,516681.7538886712
ethereum,LINK-ZIK,0xeafe159502eb380bf805dedbe2e6c4e0b7dea28b,0x514910771af9ca656af840dff83e8264ecf986ca-0xd4419c2d3daa986dc30444fa333a846be44fd1eb,1,6294.545842464309,6294.545842464309
ethereum,HSK-USDC,0x934f27e9d9c0d8fc9a446ba7b4b850b16d145d6a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xe7c6bf469e97eeb0bfb74c8dbff5bd47d4c1c98a,1,1008877.4263644381,1008877.4263644381
ethereum,SD-USDC,0xc72abb13b6bdfa64770cb5b1f57bebd36a91a29e,0x30d20208d987713f46dfd34ef128bb16c404d10f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.9997796085876438,206922.8163924875,206877.21238073404
ethereum,USDC-WBTC,0xcbfb0745b8489973bf7b334d54fdbd573df7ef3c,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.90510310770644,2215056128.416265,2004854185.5737567
ethereum,REPv2-WETH,0xb055103b7633b61518cd806d95beeb2d4cd217e7,0x221657776846890989a759ba2973e427dff5c9bb-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9513873026386254,2219965.0447784425,2112046.5559037975
ethereum,EURA-USDA,0x580ee6b001348fa0deb675f4d55259c96c4a3a31,0x0000206329b97db379d5e1bf586bbdb969c63274-0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,1,4402690.872975262,4402690.872975262
ethereum,btc-WETH,0x7c2caefe7ef6f5edf53cdcea8d60ea615f102e0c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xc0bc84e95864bdfdcd1ccfb8a3aa522e79ca1410,1,4455.763662645264,4455.763662645264
ethereum,KITKAT-WETH,0x230e3482411ec5deac7e8a2e5b1946212261068d,0x6947757693ba72a527979675d904bcf6cd05ebe0-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,413733.673004756,413733.673004756
ethereum,GISELLE-WETH,0xf7d7a98fd021d2b258479ab9cac38e8876bdae00,0x0102b5a737930bfe599c2e48922e0c795eb9de3c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,2272.379501910105,2272.379501910105
ethereum,DEAI-WETH,0x1385fc1fe0418ea0b4fcf7adc61fc7535ab7f80d,0x1495bc9e44af1f8bcb62278d2bec4540cf0c05ea-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,991279.7985721183,991279.7985721183
ethereum,RAIL-USDT,0xa4ac834d4948003c44aa05b6ddaa4bc48864ef6a,0xdac17f958d2ee523a2206206994597c13d831ec7-0xe76c6c83af64e4c60245d8c7de953df673a7a33d,1,4917151.782328028,4917151.782328028
ethereum,USDC-VULT,0x6df52cc6e2e6f6531e4ceb4b083cf49864a89020,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xb788144df611029c60b859df47e79b7726c4deba,1,21279513.516847655,21279513.516847655
ethereum,Eigenlayer -WETH,0x1bfe272ee92758061337bfce7197e04c7e1f130b,0x6954f1c0ef831ee014bd30f904acbe5d0102524c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,1970.9705336178095,1970.9705336178095
ethereum,CTA-GMEE,0x63caa808cbde017d88f8a5aa4efbe02710f356c3,0x90685e300a4c4532efcefe91202dfe1dfd572f47-0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373,1,71868.92371429592,71868.92371429592
ethereum,WETH-YB,0x6f582cf72ea9084a109be3d04eb58477b869a38e,0x01791f726b4103694969820be083196cc7c045ff-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,4235065.385723912,4235065.385723912
ethereum,VITALIK-WETH,0xd84956e761f10d2f91323a5fe9ade4cf58cc34ca,0x692b8ccb7a61e5fda58d0c61a0077ae87b934a20-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,448112.1497063557,448112.1497063557
ethereum,LAI-USDT,0xc0b7f8b3f857df57027d340cf101a164c3b20bb8,0x168e209d7b2f58f1f24b8ae7b7d35e662bbf11cc-0xdac17f958d2ee523a2206206994597c13d831ec7,1,312097.2990192376,312097.2990192376
ethereum,PIXL-WETH,0x31c0ba10e4e12be6cdceb612e5e829d977532bfc,0x427a03fb96d9a94a6727fbcfbba143444090dd64-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,725731.647585845,725731.647585845
ethereum,TALK-WETH,0x14f6ad9d241b2f4df1d83471d54fb06e64a61f61,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xcaabcaa4ca42e1d86de1a201c818639def0ba7a7,0.9947662715423927,3318438.7504878044,3301070.94316455
ethereum,HEX-USDC,0xe05e653453f733786f2dabae0ffa1e96cfcc4b25,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.9999508386367805,1308507.2977220002,1308442.9697194614
ethereum,TRAC-WETH,0xadd1b6a7e3be5b8d5b8d8b1610bed78f8747d7e4,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9999999448044762,27351414.405649453,27351412.89597381
ethereum,TORN-WETH,0x97a5a0b2d7ed3accb7fd6404a1f5ca29320905af,0x77777feddddffc19ff86db637967013e6c6a116c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9665805220002839,10655195.099283423,10299104.041080238
ethereum,KITE-USDC,0x085c60bb2d5b4ddc893ebf7504e4ff2c9f973960,0x904567252d8f48555b7447c67dca23f0372e16be-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1,11578282.072175145,11578282.072175145
ethereum,LINK-WETH,0x3a0f221ea8b150f3d3d27de8928851ab5264bb65,0x514910771af9ca656af840dff83e8264ecf986ca-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9944876253328602,505758268.9735865,502970339.904
ethereum,SUSHI-UNI,0x9c3e0e151a495c4921a5412241d29520eb5786c0,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984-0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0.9540405886875785,2713.7358076530886,2589.014107475914
ethereum,Eth Key-WETH,0x66c17dcebaaccbc10e2a999e10f8ad3667fd8cbd,0x692d97c2243f28b0117b8210d1f3dfc4ebb35faa-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,2528.9752922209336,2528.9752922209336
ethereum,VRA-WETH,0x98409d8ca9629fbe01ab1b914ebf304175e384c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf411903cbc70a74d22900a5de66a2dda66507255,0.9684893256620144,7285790.922986349,7056210.7379174745
ethereum,DI-USDC,0x66e21b7fcd9d421a1a421efd5f7a3146112a071f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xff541139c60bb38ce2159a13d656f0f38aa96ff4,1,3697.5660114889342,3697.5660114889342
ethereum,RIO-WETH,0x5b7e3e37a1aa6369386e5939053779abd3597508,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,0.8234988065127169,3812491.656986948,3139582.3293684423
ethereum,JPYC-USDC,0x7f0bd861e5d85655159c5bb43b2f8dacafce4075,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xe7c3d8c9a439fede00d2600032d5db0be71c3c29,0.9999954778982564,320427.8336038958,320426.38459663076
ethereum,1XMM-USDT,0x91ee703685cabc049d7d8db0d59b6c5711324a50,0x958d200a49f4765f771c61d2649965e26277fb64-0xdac17f958d2ee523a2206206994597c13d831ec7,1,7309.647978387842,7309.647978387842
ethereum,eth-WETH,0xc16d02b321e9928fbc9b4ee87aab0c69fcad71c7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xd55b4f07d3809fd8c887191cf37640958151e8a5,1,12293.993067780246,12293.993067780246
ethereum,Poodle-WETH,0x019d1bdabf0e1c0956eb0a1e5bedd4df5a045c6c,0x76b1e1caba07acc19089f0ac643b96eb0bdb10c1-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,63796.814392362096,63796.814392362096
ethereum,mpDAO-WETH,0xc526429c000df97ac0782384b90698b352d13d20,0x798bcb35d2d48c8ce7ef8171860b8d53a98b361d-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,8767.980779887599,8767.980779887599
ethereum,REQ-WETH,0xdf47636bf318f9d5cc9aafe38f7e7bf893d58fac,0x8f8221afbb33998d8584a2b05749ba73c37a938a-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9121550790660241,1019942.9063787663,930346.102410754
ethereum,FRAX-frxETH,0x36c060cc4b088c830a561e959a679a58205d3f56,0x5e8422345238f34275888049021821e8e08caa1f-0x853d955acef822db058eb8505911ed77f175b99e,0.9998508460410185,2108672.6633474967,2108358.1464715623
ethereum,USDT-WMINIMA,0x8e427a754b13fa1a165db583120daf7c3abe4019,0x669c01caf0edcad7c2b8dc771474ad937a7ca4af-0xdac17f958d2ee523a2206206994597c13d831ec7,1,12064.344901366667,12064.344901366667
ethereum,BTOG-WETH,0xdf12f1c62b24eb92302d89d96c343b90f77a67a2,0x696e2fce2e2b911568ccf576c72e195da42a0bed-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,4008.481610972737,4008.481610972737
ethereum,RSR-WETH,0x32d9259e6792b2150fd50395d971864647fa27b2,0x320623b8e4ff03373931769a31fc52a4e78b5d70-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9627288325513162,12502005.955844386,12036041.598419668
ethereum,FLOKI-ZIK,0x619944b922ddf2562ccd8ee4b00bc0f3ddbf565c,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e-0xd4419c2d3daa986dc30444fa333a846be44fd1eb,1,1102.449762657629,1102.449762657629
ethereum,SNX-WETH,0xf5ce0293c24fd0990e0a5758e53f66a36ca0118f,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.8839164307327186,13024892.160976537,11512916.189608946
ethereum,AMERICA-USD1,0x6c2f0e1759d84deb8f8011bb97a7596308279fd7,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d-0xf3b6450dac3b69c0faadb558b25fa4fbfd1819e2,1,1707.0933854973669,1707.0933854973669
ethereum,SCOTTY-WETH,0x6b6c7beadce465f8f2ada88903bdbbb170fa1f10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xc0db17bc219c5ca8746c29ee47862ee3ad742f4a,1,17573.047603253464,17573.047603253464
ethereum,SNX-WETH,0xede8dd046586d22625ae7ff2708f879ef7bdb8cf,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.8839164307327186,13024892.160976537,11512916.189608946
ethereum,AU-WETH,0x1170241c22915d6def002db276aee9aad242539f,0x58d7fa7356d68c494c2de09f95d55c2ff2d38bd3-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,5626.8912466781985,5626.8912466781985
ethereum,USDT-XAUt,0xe053391390e7ebb1df53fec57893877009be35ba,0x68749665ff8d2d112fa859aa293f07a622782f38-0xdac17f958d2ee523a2206206994597c13d831ec7,0.9993562906187948,491585456.6340492,491269018.4639498
ethereum,ARIA-WETH,0xb9e4b096a6efb88c322b38e0bb02f0e0942e00b2,0x69647d6237ae6ad8a273cac6c937befc79276a3b-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,9764.06387411892,9764.06387411892
ethereum,RLB-USDC,0x2322e5517a3cbc75a3f02d74c96f82dda120d841,0x046eee2cc3188071c02bfc1745a6b17c656e3f3d-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1,7542184.226289621,7542184.226289621
ethereum,SKY-WETH,0x764510ab1d39cf300e7abe8f5b8977d18f290628,0x56072c95faa701256059aa122697b133aded9279-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.99997947663081,7118823.989977466,7118677.887724521
ethereum,CULT-WETH,0xc4ce8e63921b8b6cbdb8fcb6bd64cc701fb926f2,0x0000000000c5dc95539589fbd24be07c6c14eca4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9999331529362094,5188066.301410605,5187719.494411605
ethereum,ENS-WETH,0xb9c4a5522a2f8ba9e2ff7063df8c02ed443337a3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,0.9179070726579859,2632967.773731412,2416819.7415886144
ethereum,VULT-WETH,0xedec8b375f256b7cf34f0b0d85a13e7b2e3f46af,0xb788144df611029c60b859df47e79b7726c4deba-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,88626.42707058688,88626.42707058688
ethereum,WETH-XONE,0x7ecee76ce0c89cebb85addccbb4b39ed9b1a6370,0x4dcda2274899d9bba3bb6f5a852c107dd6e4fe1c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,1961.9860694295744,1961.9860694295744
ethereum,WETH-XI,0x9410cf01dcdccdb9b56e285b39cea375e5e90883,0x295b42684f90c77da7ea46336001010f2791ec8c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,73544.52012566284,73544.52012566284
ethereum,GALA-ZIK,0x3445bd0f362a2ac93a376a97695421bc7eeb0030,0xd1d2eb1b1e90b638588728b4130137d262c87cae-0xd4419c2d3daa986dc30444fa333a846be44fd1eb,1,4070.9616016216464,4070.9616016216464
ethereum,TSLAon-USDC,0x31227b50eccdc9c589826aa2d9e7c5619b1895da,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xf6b1117ec07684d3958cad8beb1b302bfd21103f,1,281666.46233675093,281666.46233675093
ethereum,JPYC-WETH,0x1bc8f4f5c1627f7dad5eab297fec94f5f20c014d,0x431d5dff03120afa4bdf332c61a6e1766ef37bdb-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9999999983057263,122422.13567139949,122422.13546398288
